序号,id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量,city,province
643,A3311011160010949001001,丽水南城东扩标准厂房二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/16/art_1229661812_187684.html,23130939,6.4,21650558.9,192,丽水市,安徽省
644,A3311011160010882001001,景宁县敕木山路道路工程（山哈宫段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/9/art_1229662190_187609.html,6336595.942,10.8,5652243.58,211,丽水市,安徽省
645,A3311011160010869001001,景宁县城南老旧小区改造工程(农民自建房区块)室外配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/8/art_1229662190_187603.html,32282212.98,8.3,29602789.3,115,丽水市,安徽省
646,A3311011160010896001001,龙泉市总工会职工学校建设工程-装修及室外附属工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/8/art_1229661923_187562.html,14684538.08,8.7,13406983.27,208,丽水市,安徽省
647,A3311011160010900001001,庆元县屏都综合新区生物科技（食用菌）产业园土石方工程三标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/2/art_1229662056_187708.html,4645850,8.9,4232369.35,192,丽水市,安徽省
648,A3311011160010880001001,青田县栖霞小区周边道路改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/3/1/art_1229661956_188455.html,7659610.52,9.7,6916628.3,198,丽水市,安徽省
649,A3311011160010864001001,松阳县公路应急保障基地开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/28/art_1229662157_187755.html,8883920,7.4,8226509.92,147,丽水市,安徽省
650,A3311011160010889002001,青田县杨梅文化广场项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/22/art_1229661956_188454.html,5146910.861,4.8,4899859.14,128,丽水市,安徽省
651,A3311011160010899001001,船寮镇舒庄工业园区基础设施工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/21/art_1229661956_188453.html,29405499.49,10.4,26347327.54,111,丽水市,安徽省
652,A3311011160010886001001,船寮镇戈溪园区至中部组团给排水管网连接工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/18/art_1229661956_188452.html,15997869.3,10.9,14254101.55,214,丽水市,安徽省
653,A3311011160010796001001,丽水市中医院中医传承创新楼工程-装修及智能化开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/18/art_1229661812_187628.html,42658172.34,11.5,37752482.52,20,丽水市,安徽省
654,A3311011160010867001001,丽水南城水阁村地块南侧支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/17/art_1229661812_187619.html,5193109,10,4673798.1,179,丽水市,安徽省
655,A3311011160010884001001,[青田]青田县温溪镇温溪大桥南侧地块基础设施工程-场地平整开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/17/art_1229661956_188451.html,34169628,12.1,30035103.01,100,丽水市,安徽省
656,A3311011160010860004001,丽景园章巷区块道路网及配套工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/2/11/art_1229662190_187591.html,16236709,13.2,14093463.41,199,丽水市,安徽省
657,A3311011160010761001001,丽水南城人民医院地块富五路南段工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/1/14/art_1229661812_187595.html,5862692.004,8.7,5352637.8,177,丽水市,安徽省
658,A3311011160010608001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/27/art_1229661812_161026.html,12677524,7.5,11726709.7,13,丽水市,安徽省
659,A3311011160010761,丽水南城人民医院地块富五路南段工程,http://lssggzy.lishui.gov.cn/art/2021/12/20/art_1229661812_116425.html,5862692.004,8.7,5352637.8,177,丽水市,安徽省
660,A3311011160010613001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/20/art_1229661812_161146.html,4567642,8,4202230.64,34,丽水市,安徽省
661,A3311011160010609001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/13/art_1229661812_161083.html,21783979.95,7.5,20150181.45,170,丽水市,安徽省
662,A3311011160010593001001,0,http://lssggzy.lishui.gov.cn/art/2021/12/7/art_1229661812_160999.html,4858330,7.9,4474521.93,66,丽水市,安徽省
663,A3311011160010608,丽水市公安局交通警察支队莲都大队联城中队技术业务用房项目,http://lssggzy.lishui.gov.cn/art/2021/11/16/art_1229661812_116433.html,12677524,7.5,11726709.7,148,丽水市,安徽省
664,A3311011160010579,丽水经济技术开发区遂松路提升改造工程,http://lssggzy.lishui.gov.cn/art/2021/11/5/art_1229661812_116443.html,43028779,7.3,39887678.13,43,丽水市,安徽省
665,A3311011160010497002001,0,http://lssggzy.lishui.gov.cn/art/2021/10/23/art_1229661812_160320.html,26888150,6.8,25059755.8,5,丽水市,安徽省
